,Header,Links,Scikit_Location
93674,sklearn.cluster.Birch,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/cluster/birch.py#L518,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.Birch.html#sklearn.cluster.Birch
93676,sklearn.cluster.Birch,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/cluster/birch.py#L555,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.Birch.html#sklearn.cluster.Birch
93678,sklearn.cluster.Birch,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.Birch.html#sklearn.cluster.Birch
93680,sklearn.cluster.Birch,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/cluster/birch.py#L578,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.Birch.html#sklearn.cluster.Birch
94513,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/stochastic_gradient.py#L731,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94516,sklearn.linear_model.SGDClassifier,https://joblib.readthedocs.io/en/latest/parallel.html#joblib.parallel_backend,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94530,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/stochastic_gradient.py#L959,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94532,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/base.py#L235,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94534,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/base.py#L314,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94536,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/stochastic_gradient.py#L697,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94538,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94541,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/stochastic_gradient.py#L655,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94543,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/base.py#L268,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94548,sklearn.linear_model.SGDClassifier,http://www.research.ibm.com/people/z/zadrozny/kdd2002-Transf.pdf,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94549,sklearn.linear_model.SGDClassifier,http://jmlr.csail.mit.edu/papers/volume2/zhang02c/zhang02c.pdf,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94550,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L263,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
94552,sklearn.linear_model.SGDClassifier,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/base.py#L332,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier
95707,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/multioutput.py#L476,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95718,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/multioutput.py#L372,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95720,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/metaestimators.py#L600,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95722,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/multioutput.py#L551,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95724,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95726,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/multioutput.py#L442,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95728,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/metaestimators.py#L571,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95730,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L263,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95732,sklearn.multioutput.ClassifierChain,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.multioutput.ClassifierChain.html#sklearn.multioutput.ClassifierChain
95738,sklearn.calibration.CalibratedClassifierCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/calibration.py#L30,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV
95754,sklearn.calibration.CalibratedClassifierCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/calibration.py#L106,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV
95756,sklearn.calibration.CalibratedClassifierCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/calibration.py#L111,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV
95758,sklearn.calibration.CalibratedClassifierCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV
95760,sklearn.calibration.CalibratedClassifierCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/calibration.py#L229,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV
95762,sklearn.calibration.CalibratedClassifierCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/calibration.py#L199,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV
95764,sklearn.calibration.CalibratedClassifierCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L263,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV
95766,sklearn.calibration.CalibratedClassifierCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV
96027,sklearn.exceptions.ConvergenceWarning,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/exceptions.py#L48,http://scikit-learn.org/stable/modules/generated/sklearn.exceptions.ConvergenceWarning.html#sklearn.exceptions.ConvergenceWarning
96037,sklearn.utils.validation.check_memory,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/validation.py#L182,http://scikit-learn.org/stable/modules/generated/sklearn.utils.validation.check_memory.html#sklearn.utils.validation.check_memory
96387,sklearn.utils.parallel_backend,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/externals/joblib/parallel.py#L122,http://scikit-learn.org/stable/modules/generated/sklearn.utils.parallel_backend.html#sklearn.utils.parallel_backend
96393,sklearn.utils.check_random_state,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/utils/validation.py#L791,http://scikit-learn.org/stable/modules/generated/sklearn.utils.check_random_state.html#sklearn.utils.check_random_state
96510,sklearn.metrics.get_scorer,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/metrics/scorer.py#L201,http://scikit-learn.org/stable/modules/generated/sklearn.metrics.get_scorer.html#sklearn.metrics.get_scorer
96926,sklearn.metrics.check_scoring,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/metrics/scorer.py#L231,http://scikit-learn.org/stable/modules/generated/sklearn.metrics.check_scoring.html#sklearn.metrics.check_scoring
98364,sklearn.cluster.DBSCAN,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/cluster/dbscan_.py#L177,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html#sklearn.cluster.DBSCAN
98368,sklearn.cluster.DBSCAN,https://joblib.readthedocs.io/en/latest/parallel.html#joblib.parallel_backend,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html#sklearn.cluster.DBSCAN
98376,sklearn.cluster.DBSCAN,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/cluster/dbscan_.py#L287,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html#sklearn.cluster.DBSCAN
98378,sklearn.cluster.DBSCAN,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/cluster/dbscan_.py#L299,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html#sklearn.cluster.DBSCAN
98380,sklearn.cluster.DBSCAN,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/cluster/dbscan_.py#L329,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html#sklearn.cluster.DBSCAN
98382,sklearn.cluster.DBSCAN,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html#sklearn.cluster.DBSCAN
98384,sklearn.cluster.DBSCAN,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html#sklearn.cluster.DBSCAN
